schema_version,record_id,source_event_id,symbol,timestamp,received_at,open,high,low,close,volume,currency,interval,regime,source,is_synthetic
1.0.0,9ac98c8a-3fdc-5710-839d-85739feae77e,synthetic:1.0.0:QGOLD:2023-05-17,QGOLD,2023-05-17T21:00:00Z,2023-05-17T21:02:00Z,185.009824,185.527034,183.844292,184.359684,1383766,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,ff62d359-15f5-54b5-95bf-9b67fef0733c,synthetic:1.0.0:QWTI:2023-05-17,QWTI,2023-05-17T21:00:00Z,2023-05-17T21:02:00Z,76.088889,77.727671,75.696790,77.329181,3126945,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,aff5cd26-c902-564c-9d2c-390f50b5effb,synthetic:1.0.0:QCASH:2023-05-17,QCASH,2023-05-17T21:00:00Z,2023-05-17T21:02:00Z,100.493261,100.536645,100.455843,100.499224,1019211,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,dd89d428-b5f0-5ab0-b313-af59944893fc,synthetic:1.0.0:QTECH:2023-05-18,QTECH,2023-05-18T21:00:00Z,2023-05-18T21:02:00Z,102.164855,103.250687,101.876022,102.959608,4004443,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,13822eb4-cfa7-5e7c-a512-40c51ac7c86a,synthetic:1.0.0:QGOLD:2023-05-18,QGOLD,2023-05-18T21:00:00Z,2023-05-18T21:02:00Z,184.310655,184.986485,184.017904,184.693127,1201943,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,6d6a03be-993f-5699-8c7d-7d7ddc932ab6,synthetic:1.0.0:QWTI:2023-05-18,QWTI,2023-05-18T21:00:00Z,2023-05-18T21:02:00Z,77.313342,77.527331,76.805322,77.018494,1662640,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,62b2e132-6e27-58ad-8656-992e29a44e9c,synthetic:1.0.0:QCASH:2023-05-18,QCASH,2023-05-18T21:00:00Z,2023-05-18T21:02:00Z,100.499653,100.542455,100.462453,100.505253,872783,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,6a876f8d-6972-5a65-82f4-30788c4fc13d,synthetic:1.0.0:QTECH:2023-05-19,QTECH,2023-05-19T21:00:00Z,2023-05-19T21:02:00Z,102.790598,103.551914,102.330059,103.090033,1985667,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,558e12c5-3e01-54b3-b364-fc3531dbf2cc,synthetic:1.0.0:QGOLD:2023-05-19,QGOLD,2023-05-19T21:00:00Z,2023-05-19T21:02:00Z,184.787213,186.102898,184.364236,185.677882,1704873,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,8041c53e-22de-598f-8fce-8de331152924,synthetic:1.0.0:QWTI:2023-05-19,QWTI,2023-05-19T21:00:00Z,2023-05-19T21:02:00Z,76.925589,77.310604,76.694318,77.078873,1389581,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,e488a061-766b-551b-adf9-f5bc1008dbe0,synthetic:1.0.0:QCASH:2023-05-19,QCASH,2023-05-19T21:00:00Z,2023-05-19T21:02:00Z,100.505946,100.552521,100.467573,100.514144,990432,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,4d6477b3-09a8-5410-9a77-b790e85c1959,synthetic:1.0.0:QTECH:2023-05-22,QTECH,2023-05-22T21:00:00Z,2023-05-22T21:02:00Z,103.172687,103.514200,101.318527,101.655017,4523394,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,8e990ef8-5d07-5540-bc45-3867c4cd7092,synthetic:1.0.0:QGOLD:2023-05-22,QGOLD,2023-05-22T21:00:00Z,2023-05-22T21:02:00Z,185.721288,186.884181,185.350964,186.512280,1696596,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,8a0bc8fe-6c12-5332-af59-e8c0b45adbfb,synthetic:1.0.0:QWTI:2023-05-22,QWTI,2023-05-22T21:00:00Z,2023-05-22T21:02:00Z,77.160188,77.460856,75.477324,75.772585,3039253,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,c0a6ed1c-a9e1-5366-91c2-886c3f867439,synthetic:1.0.0:QCASH:2023-05-22,QCASH,2023-05-22T21:00:00Z,2023-05-22T21:02:00Z,100.513869,100.556667,100.477078,100.519873,847337,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,a5c8433f-a875-578b-90ca-b4aec9f23b21,synthetic:1.0.0:QTECH:2023-05-23,QTECH,2023-05-23T21:00:00Z,2023-05-23T21:02:00Z,101.589837,103.761980,101.249099,103.415120,5344116,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,1a8a7d51-8923-5b9e-a80e-e712a527a7c7,synthetic:1.0.0:QGOLD:2023-05-23,QGOLD,2023-05-23T21:00:00Z,2023-05-23T21:02:00Z,186.475594,186.899769,185.164764,185.586917,1572032,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,9297feaf-f63e-5911-bf1e-589aa3a3a79a,synthetic:1.0.0:QWTI:2023-05-23,QWTI,2023-05-23T21:00:00Z,2023-05-23T21:02:00Z,75.761916,76.040541,74.004356,74.277523,3341238,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,6062a4f6-ae10-5c08-b760-2ef56b89472e,synthetic:1.0.0:QCASH:2023-05-23,QCASH,2023-05-23T21:00:00Z,2023-05-23T21:02:00Z,100.520284,100.566052,100.481192,100.526957,992683,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,008ef47a-7c8e-5a7f-97c1-30730523b2ba,synthetic:1.0.0:QTECH:2023-05-24,QTECH,2023-05-24T21:00:00Z,2023-05-24T21:02:00Z,103.491686,103.716586,101.710773,101.932283,4266130,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,b5ec5100-04b1-550d-af97-b67319179482,synthetic:1.0.0:QGOLD:2023-05-24,QGOLD,2023-05-24T21:00:00Z,2023-05-24T21:02:00Z,185.857700,186.301623,184.392174,184.833651,1429284,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,bb2d808a-f503-5911-b835-5525693c43d0,synthetic:1.0.0:QWTI:2023-05-24,QWTI,2023-05-24T21:00:00Z,2023-05-24T21:02:00Z,74.244993,74.879143,73.801306,74.434325,1604331,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,ab05c179-a8b3-5189-8797-580692092041,synthetic:1.0.0:QCASH:2023-05-24,QCASH,2023-05-24T21:00:00Z,2023-05-24T21:02:00Z,100.526065,100.567105,100.488550,100.529590,705529,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,bb476078-f726-553f-95b2-1795e2008224,synthetic:1.0.0:QTECH:2023-05-25,QTECH,2023-05-25T21:00:00Z,2023-05-25T21:02:00Z,101.820834,103.507099,101.586200,103.269127,4478159,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,ac708ac4-af40-583f-9570-1076e4fe5523,synthetic:1.0.0:QGOLD:2023-05-25,QGOLD,2023-05-25T21:00:00Z,2023-05-25T21:02:00Z,184.921593,185.372540,182.859808,183.306818,2208923,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,dd789243-0687-5d43-9636-d2fb5dbe436f,synthetic:1.0.0:QWTI:2023-05-25,QWTI,2023-05-25T21:00:00Z,2023-05-25T21:02:00Z,74.506990,74.834814,73.616149,73.941485,2188766,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,b881a573-3f15-5f95-99bb-fffe5f721ea3,synthetic:1.0.0:QCASH:2023-05-25,QCASH,2023-05-25T21:00:00Z,2023-05-25T21:02:00Z,100.531345,100.568688,100.494370,100.531713,665305,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,bb04db54-9bb2-57ec-88fb-15cc22206054,synthetic:1.0.0:QTECH:2023-05-26,QTECH,2023-05-26T21:00:00Z,2023-05-26T21:02:00Z,103.553810,103.956551,102.923121,103.324972,1856521,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,6ced7cfa-b8f9-5eac-aa2b-5a518a90f47f,synthetic:1.0.0:QGOLD:2023-05-26,QGOLD,2023-05-26T21:00:00Z,2023-05-26T21:02:00Z,183.171571,184.754005,182.870460,184.450791,1574192,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,a5a94870-dc1b-5a8d-beb0-13c74e31e105,synthetic:1.0.0:QWTI:2023-05-26,QWTI,2023-05-26T21:00:00Z,2023-05-26T21:02:00Z,73.777405,74.001769,72.803614,73.025691,2944218,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,7ac5a172-0b7a-5a55-aa92-0255aac18897,synthetic:1.0.0:QCASH:2023-05-26,QCASH,2023-05-26T21:00:00Z,2023-05-26T21:02:00Z,100.530798,100.574268,100.493932,100.537399,866688,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,97252c64-b4c0-5b63-9dd3-f4c9fd008360,synthetic:1.0.0:QTECH:2023-05-29,QTECH,2023-05-29T21:00:00Z,2023-05-29T21:02:00Z,103.259376,104.541781,102.930986,104.210367,3771793,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,ec0a7a6d-b037-50b3-980f-b4203520a660,synthetic:1.0.0:QGOLD:2023-05-29,QGOLD,2023-05-29T21:00:00Z,2023-05-29T21:02:00Z,184.421715,184.787926,184.097525,184.463662,907766,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,678ec428-fe3a-5983-aca8-71a2df54a6c7,synthetic:1.0.0:QWTI:2023-05-29,QWTI,2023-05-29T21:00:00Z,2023-05-29T21:02:00Z,72.942059,73.325080,71.231768,71.607783,3430944,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,d7f1d136-6062-5e12-aa2a-3b71edec91a4,synthetic:1.0.0:QCASH:2023-05-29,QCASH,2023-05-29T21:00:00Z,2023-05-29T21:02:00Z,100.536196,100.583298,100.498041,100.545139,874218,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,af2905e5-459a-54f7-b3e0-10b62cdb3519,synthetic:1.0.0:QTECH:2023-05-30,QTECH,2023-05-30T21:00:00Z,2023-05-30T21:02:00Z,104.216324,104.458857,103.797476,104.039597,2211238,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,748d031d-25b8-5570-86d2-80038d35fb94,synthetic:1.0.0:QGOLD:2023-05-30,QGOLD,2023-05-30T21:00:00Z,2023-05-30T21:02:00Z,184.527116,184.950425,183.561745,183.983808,1033679,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,20111aa4-2dc1-5fea-804b-ba63f81c3d6a,synthetic:1.0.0:QWTI:2023-05-30,QWTI,2023-05-30T21:00:00Z,2023-05-30T21:02:00Z,71.765482,72.089405,70.053313,70.370941,3117806,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,d9065830-a9b5-5ebe-a6b4-35939e566f3b,synthetic:1.0.0:QCASH:2023-05-30,QCASH,2023-05-30T21:00:00Z,2023-05-30T21:02:00Z,100.545105,100.582762,100.508258,100.545914,496248,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,06dfe3e8-0c52-5c83-ba5c-1a3eb157532f,synthetic:1.0.0:QTECH:2023-05-31,QTECH,2023-05-31T21:00:00Z,2023-05-31T21:02:00Z,103.914965,104.348309,103.347022,103.779803,2479023,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,a5b20d1f-c0d0-5e11-9ff6-c5969207229e,synthetic:1.0.0:QGOLD:2023-05-31,QGOLD,2023-05-31T21:00:00Z,2023-05-31T21:02:00Z,183.862200,185.820681,183.409888,185.364672,1769125,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,72173707-5caf-5f49-b283-7e069cc015b5,synthetic:1.0.0:QWTI:2023-05-31,QWTI,2023-05-31T21:00:00Z,2023-05-31T21:02:00Z,70.457480,70.752010,69.849662,70.142876,1509445,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,467254ca-66e3-513f-bcc1-e74389df0aad,synthetic:1.0.0:QCASH:2023-05-31,QCASH,2023-05-31T21:00:00Z,2023-05-31T21:02:00Z,100.545315,100.589154,100.507906,100.551742,964645,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,02652044-bf77-5ab6-84ad-5ca0075373f4,synthetic:1.0.0:QTECH:2023-06-01,QTECH,2023-06-01T21:00:00Z,2023-06-01T21:02:00Z,103.756031,104.734941,103.496522,104.473637,3187790,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,a057c093-6517-547f-a1e8-87e1ea3f918f,synthetic:1.0.0:QGOLD:2023-06-01,QGOLD,2023-06-01T21:00:00Z,2023-06-01T21:02:00Z,185.397438,185.942621,183.979452,184.522061,1544393,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,a4a0ca63-cb0b-5eb2-a16c-fc6b4af90f65,synthetic:1.0.0:QWTI:2023-06-01,QWTI,2023-06-01T21:00:00Z,2023-06-01T21:02:00Z,70.191794,70.900630,69.699250,70.406579,1657857,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,c966db91-9beb-5a19-9c56-1923ff119c60,synthetic:1.0.0:QCASH:2023-06-01,QCASH,2023-06-01T21:00:00Z,2023-06-01T21:02:00Z,100.551133,100.593302,100.513179,100.555346,726586,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,d6cc2dc4-f919-5d3c-87b3-1535b64a68fa,synthetic:1.0.0:QTECH:2023-06-02,QTECH,2023-06-02T21:00:00Z,2023-06-02T21:02:00Z,104.465439,105.373280,104.203247,105.109471,2622204,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,27047883-c2ca-5e16-8356-aceb1d8fefee,synthetic:1.0.0:QGOLD:2023-06-02,QGOLD,2023-06-02T21:00:00Z,2023-06-02T21:02:00Z,184.386190,185.464429,183.815378,184.892051,1157973,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,bde72b79-7236-5369-b230-48d36d3b373a,synthetic:1.0.0:QWTI:2023-06-02,QWTI,2023-06-02T21:00:00Z,2023-06-02T21:02:00Z,70.585864,70.870652,69.226382,69.506816,2933870,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,71261973-eca5-5fdf-adc8-63d83adc606f,synthetic:1.0.0:QCASH:2023-06-02,QCASH,2023-06-02T21:00:00Z,2023-06-02T21:02:00Z,100.554623,100.597330,100.517027,100.559732,836431,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,02d4d3e2-2ca8-5fcc-bddd-ca91de4adacc,synthetic:1.0.0:QTECH:2023-06-05,QTECH,2023-06-05T21:00:00Z,2023-06-05T21:02:00Z,105.337069,105.607208,104.739016,105.008312,2147460,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,45dc9e93-f1fd-5cf5-8f8e-ee3fdc56aa69,synthetic:1.0.0:QGOLD:2023-06-05,QGOLD,2023-06-05T21:00:00Z,2023-06-05T21:02:00Z,184.636469,186.355556,184.158847,185.874730,1444540,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,d238c99c-962d-5367-810b-4297c53a7d30,synthetic:1.0.0:QWTI:2023-06-05,QWTI,2023-06-05T21:00:00Z,2023-06-05T21:02:00Z,69.609855,70.551921,69.302108,70.241382,2765582,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,9e39edd8-699d-5b56-bac6-091bc7c10bad,synthetic:1.0.0:QCASH:2023-06-05,QCASH,2023-06-05T21:00:00Z,2023-06-05T21:02:00Z,100.560696,100.602244,100.523172,100.564718,863640,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,13872829-935e-578f-8989-e8f5d6dc419d,synthetic:1.0.0:QTECH:2023-06-06,QTECH,2023-06-06T21:00:00Z,2023-06-06T21:02:00Z,105.105285,105.377245,103.563844,103.832511,3949245,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,d1b7b67f-fd12-5316-b1fa-a91174ef058c,synthetic:1.0.0:QGOLD:2023-06-06,QGOLD,2023-06-06T21:00:00Z,2023-06-06T21:02:00Z,185.860231,186.667494,184.748853,185.554790,1265876,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,9dd7ff14-df70-5f7a-ac8e-10ff1588a944,synthetic:1.0.0:QWTI:2023-06-06,QWTI,2023-06-06T21:00:00Z,2023-06-06T21:02:00Z,70.408997,70.760814,70.145120,70.496609,1785000,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,dd130c70-cd37-5484-ba38-92e74f6d45f5,synthetic:1.0.0:QCASH:2023-06-06,QCASH,2023-06-06T21:00:00Z,2023-06-06T21:02:00Z,100.565762,100.609656,100.527651,100.571543,982112,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,4dc90d13-8daa-51bf-af01-cddf6212dd41,synthetic:1.0.0:QTECH:2023-06-07,QTECH,2023-06-07T21:00:00Z,2023-06-07T21:02:00Z,103.916395,104.947114,103.679547,104.708460,3282301,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,cca4b402-93d8-52b7-9199-70d8b7c32077,synthetic:1.0.0:QGOLD:2023-06-07,QGOLD,2023-06-07T21:00:00Z,2023-06-07T21:02:00Z,185.565855,185.909904,182.937543,183.277348,3009602,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,87a3fbc9-92a0-5cd8-8e61-515cdc4a9b2a,synthetic:1.0.0:QWTI:2023-06-07,QWTI,2023-06-07T21:00:00Z,2023-06-07T21:02:00Z,70.422451,70.720936,69.438733,69.734302,2681643,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,e1328c08-1211-54ef-a976-e6325cdb953a,synthetic:1.0.0:QCASH:2023-06-07,QCASH,2023-06-07T21:00:00Z,2023-06-07T21:02:00Z,100.572832,100.617260,100.533492,100.577918,918089,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,ba0030e8-fedd-5e71-8031-868629950475,synthetic:1.0.0:QTECH:2023-06-08,QTECH,2023-06-08T21:00:00Z,2023-06-08T21:02:00Z,104.729024,104.972305,103.569712,103.810860,3379218,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,faadd97b-15da-57c8-99a2-372f7e7b48a7,synthetic:1.0.0:QGOLD:2023-06-08,QGOLD,2023-06-08T21:00:00Z,2023-06-08T21:02:00Z,183.343529,183.926347,181.934288,182.514471,1637533,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,685c8d2e-2241-55c8-964e-7105b33225bf,synthetic:1.0.0:QWTI:2023-06-08,QWTI,2023-06-08T21:00:00Z,2023-06-08T21:02:00Z,69.814405,71.122146,69.592155,70.896451,2677687,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,8c66f973-33eb-5669-acfa-f3dd16c5996b,synthetic:1.0.0:QCASH:2023-06-08,QCASH,2023-06-08T21:00:00Z,2023-06-08T21:02:00Z,100.577766,100.620503,100.540230,100.582965,737582,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,4130d02c-9e91-54ef-8c93-ebcdfab2b1ad,synthetic:1.0.0:QTECH:2023-06-09,QTECH,2023-06-09T21:00:00Z,2023-06-09T21:02:00Z,103.743085,104.684233,103.439920,104.379209,3049238,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,3e66eb41-d03c-5c96-86ae-818a61768379,synthetic:1.0.0:QGOLD:2023-06-09,QGOLD,2023-06-09T21:00:00Z,2023-06-09T21:02:00Z,182.472592,184.568212,182.052404,184.144175,2174751,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,357c9b07-5627-51e7-8e8f-fd19a5188900,synthetic:1.0.0:QWTI:2023-06-09,QWTI,2023-06-09T21:00:00Z,2023-06-09T21:02:00Z,70.889632,71.180094,69.990280,70.278238,2210836,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,0b1309b9-fcca-512f-b743-5e323cf8febb,synthetic:1.0.0:QCASH:2023-06-09,QCASH,2023-06-09T21:00:00Z,2023-06-09T21:02:00Z,100.582294,100.626945,100.545231,100.589879,839856,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,83b828bc-e92e-5a55-ac01-6d4320117605,synthetic:1.0.0:QTECH:2023-06-12,QTECH,2023-06-12T21:00:00Z,2023-06-12T21:02:00Z,104.248328,105.070062,103.993170,104.813520,2684315,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,6c785cc4-9fe1-527a-93b3-393ceed66663,synthetic:1.0.0:QGOLD:2023-06-12,QGOLD,2023-06-12T21:00:00Z,2023-06-12T21:02:00Z,184.060699,184.379443,182.954787,183.272166,1594504,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,6cf413f9-0980-5d19-a555-9882f4ff9fb4,synthetic:1.0.0:QWTI:2023-06-12,QWTI,2023-06-12T21:00:00Z,2023-06-12T21:02:00Z,70.331326,73.062542,69.674060,72.386074,4611553,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,770cb957-d076-5d1a-9dd1-7cae6965c2e1,synthetic:1.0.0:QCASH:2023-06-12,QCASH,2023-06-12T21:00:00Z,2023-06-12T21:02:00Z,100.588848,100.632831,100.551816,100.595795,850248,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,def72e87-55d1-537f-ae7d-3ded0428ad5f,synthetic:1.0.0:QTECH:2023-06-13,QTECH,2023-06-13T21:00:00Z,2023-06-13T21:02:00Z,104.865189,105.155096,104.638158,104.927930,2250295,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,f9b52538-9cf4-5607-869a-dfd4417a1eb8,synthetic:1.0.0:QGOLD:2023-06-13,QGOLD,2023-06-13T21:00:00Z,2023-06-13T21:02:00Z,183.317292,183.808594,183.009517,183.500512,1135794,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,c1f6bf8e-0a24-53be-a609-5c2cb588a8d6,synthetic:1.0.0:QWTI:2023-06-13,QWTI,2023-06-13T21:00:00Z,2023-06-13T21:02:00Z,72.425548,72.671275,72.054367,72.299667,1350508,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,1eb9ce49-2452-5322-9237-ab6d37b4dc77,synthetic:1.0.0:QCASH:2023-06-13,QCASH,2023-06-13T21:00:00Z,2023-06-13T21:02:00Z,100.596379,100.639016,100.557153,100.599789,752267,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,7412edcd-6f48-5c8c-8c85-5e0e1edb3937,synthetic:1.0.0:QTECH:2023-06-14,QTECH,2023-06-14T21:00:00Z,2023-06-14T21:02:00Z,104.888069,106.697590,104.444961,106.248734,4040742,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,40a94185-bb07-5c93-8715-179855646c2f,synthetic:1.0.0:QGOLD:2023-06-14,QGOLD,2023-06-14T21:00:00Z,2023-06-14T21:02:00Z,183.506926,183.893149,182.362651,182.747276,1551312,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,068d2068-fab6-582d-817a-ec35ff0fa3b0,synthetic:1.0.0:QWTI:2023-06-14,QWTI,2023-06-14T21:00:00Z,2023-06-14T21:02:00Z,72.115374,74.083752,71.880565,73.843317,3410635,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,3fcfbc07-58eb-5894-babf-41166a454737,synthetic:1.0.0:QCASH:2023-06-14,QCASH,2023-06-14T21:00:00Z,2023-06-14T21:02:00Z,100.600012,100.641270,100.561757,100.603014,704602,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,792aa7a6-76f4-5639-8205-f77e26f168fd,synthetic:1.0.0:QTECH:2023-06-15,QTECH,2023-06-15T21:00:00Z,2023-06-15T21:02:00Z,106.290225,106.561618,105.715826,105.986443,2516417,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,0e456d61-0b1f-5a14-aa29-95c2aaec9f32,synthetic:1.0.0:QGOLD:2023-06-15,QGOLD,2023-06-15T21:00:00Z,2023-06-15T21:02:00Z,182.708341,184.636716,182.380582,184.306091,2352049,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,b15e39cd-8667-5c2d-b8f4-2ca27817b3d0,synthetic:1.0.0:QWTI:2023-06-15,QWTI,2023-06-15T21:00:00Z,2023-06-15T21:02:00Z,73.830283,74.095209,72.532032,72.793236,2723779,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,13cc4fc5-9f1a-5edf-9b40-3e56c01729ac,synthetic:1.0.0:QCASH:2023-06-15,QCASH,2023-06-15T21:00:00Z,2023-06-15T21:02:00Z,100.602224,100.643129,100.565339,100.606243,774574,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,8fda7a2a-a8ec-5b93-a98d-1674b2f5dbe9,synthetic:1.0.0:QTECH:2023-06-16,QTECH,2023-06-16T21:00:00Z,2023-06-16T21:02:00Z,105.757609,106.328388,105.388165,105.958244,1679738,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,f6c81180-f332-5783-882e-ca9a4ad6cd35,synthetic:1.0.0:QGOLD:2023-06-16,QGOLD,2023-06-16T21:00:00Z,2023-06-16T21:02:00Z,184.403953,185.619570,183.598220,184.812054,1295758,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,ed0d3c1a-3283-5765-ae81-927b3a00f054,synthetic:1.0.0:QWTI:2023-06-16,QWTI,2023-06-16T21:00:00Z,2023-06-16T21:02:00Z,72.727986,73.046270,71.682381,71.997468,2704866,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,404af45f-40a7-5ae3-8a4b-3039e3b9172c,synthetic:1.0.0:QCASH:2023-06-16,QCASH,2023-06-16T21:00:00Z,2023-06-16T21:02:00Z,100.606506,100.651405,100.567744,100.612640,899622,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,84b70c82-c9a7-5c22-b0a8-ab3320a2a71c,synthetic:1.0.0:QTECH:2023-06-19,QTECH,2023-06-19T21:00:00Z,2023-06-19T21:02:00Z,105.908170,106.857013,105.576322,106.523237,2980036,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,cc91268d-ec64-5c2a-9911-27adfaa1db1e,synthetic:1.0.0:QGOLD:2023-06-19,QGOLD,2023-06-19T21:00:00Z,2023-06-19T21:02:00Z,184.868258,185.174863,182.237140,182.539884,2862166,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,7bf93583-a310-59a4-ada3-5e5324e4d4de,synthetic:1.0.0:QWTI:2023-06-19,QWTI,2023-06-19T21:00:00Z,2023-06-19T21:02:00Z,72.050859,73.228643,71.554926,72.728049,2324754,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,a581f753-0616-50a6-b9fe-b473504791c9,synthetic:1.0.0:QCASH:2023-06-19,QCASH,2023-06-19T21:00:00Z,2023-06-19T21:02:00Z,100.613196,100.654718,100.575495,100.617015,799272,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,06536db3-1eef-5c2d-a7ad-85bb7d2b6e4c,synthetic:1.0.0:QTECH:2023-06-20,QTECH,2023-06-20T21:00:00Z,2023-06-20T21:02:00Z,106.463758,107.358165,105.949164,106.841744,2262270,USD,1d,normal,quantops_deterministic_synthetic_generator,True
1.0.0,e5068543-fdf5-5223-bf2a-1ab2ef4dfa2d,synthetic:1.0.0:QGOLD:2023-06-20,QGOLD,2023-06-20T21:00:00Z,2023-06-20T21:02:00Z,182.528565,182.921668,181.772681,182.165001,1302540,USD,1d,normal,quantops_deterministic_synthetic_generator,True
